index,sub_index,source,theme,all_messages,message_evaluation,Fatalism_DivineControl,Fatalism_Luck,Fatalism_Internality-R,Fatalism_General
1587,sub067,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1704,sub067,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1821,sub067,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1938,sub067,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2055,sub067,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2172,sub067,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2289,sub067,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2406,sub067,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2523,sub067,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2640,sub067,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2757,sub067,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2874,sub067,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2991,sub067,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3108,sub067,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3225,sub067,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3342,sub067,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3459,sub067,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
67,sub068,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.33,3.25,1.2,2.25
184,sub068,AI,Migrant Workers,clarity_ai_mw_02_1,3,3.33,3.25,1.2,2.25
301,sub068,AI,Migrant Workers,clarity_ai_mw_03_1,3,3.33,3.25,1.2,2.25
418,sub068,AI,Migrant Workers,clarity_ai_mw_04_1,2,3.33,3.25,1.2,2.25
535,sub068,AI,Migrant Workers,clarity_ai_mw_05_1,2,3.33,3.25,1.2,2.25
652,sub068,AI,Women Drivers,clarity_ai_wd_01_1,4,3.33,3.25,1.2,2.25
769,sub068,AI,Women Drivers,clarity_ai_wd_02_1,3,3.33,3.25,1.2,2.25
886,sub068,AI,Women Drivers,clarity_ai_wd_03_1,2,3.33,3.25,1.2,2.25
1003,sub068,AI,Women Drivers,clarity_ai_wd_04_1,4,3.33,3.25,1.2,2.25
1120,sub068,AI,Women Drivers,clarity_ai_wd_05_1,2,3.33,3.25,1.2,2.25
1237,sub068,AI,Young Drivers,clarity_ai_yd_01_1,3,3.33,3.25,1.2,2.25
1354,sub068,AI,Young Drivers,clarity_ai_yd_02_1,3,3.33,3.25,1.2,2.25
1471,sub068,AI,Young Drivers,clarity_ai_yd_03_1,2,3.33,3.25,1.2,2.25
1588,sub068,AI,Young Drivers,clarity_ai_yd_04_1,3,3.33,3.25,1.2,2.25
1705,sub068,AI,Young Drivers,clarity_ai_yd_05_1,3,3.33,3.25,1.2,2.25
1822,sub068,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.33,3.25,1.2,2.25
1939,sub068,Human,Migrant Workers,clarity_hum_mw_02_1,3,3.33,3.25,1.2,2.25
2056,sub068,Human,Migrant Workers,clarity_hum_mw_03_1,3,3.33,3.25,1.2,2.25
2173,sub068,Human,Migrant Workers,clarity_hum_mw_04_1,4,3.33,3.25,1.2,2.25
2290,sub068,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.33,3.25,1.2,2.25
2407,sub068,Human,Women Drivers,clarity_hum_wd_01_1,3,3.33,3.25,1.2,2.25
2524,sub068,Human,Women Drivers,clarity_hum_wd_02_1,2,3.33,3.25,1.2,2.25
2641,sub068,Human,Women Drivers,clarity_hum_wd_03_1,3,3.33,3.25,1.2,2.25
2758,sub068,Human,Women Drivers,clarity_hum_wd_04_1,4,3.33,3.25,1.2,2.25
2875,sub068,Human,Women Drivers,clarity_hum_wd_05_1,5,3.33,3.25,1.2,2.25
2992,sub068,Human,Young Drivers,clarity_hum_yd_01_1,5,3.33,3.25,1.2,2.25
3109,sub068,Human,Young Drivers,clarity_hum_yd_02_1,3,3.33,3.25,1.2,2.25
3226,sub068,Human,Young Drivers,clarity_hum_yd_03_1,3,3.33,3.25,1.2,2.25
3343,sub068,Human,Young Drivers,clarity_hum_yd_04_1,2,3.33,3.25,1.2,2.25
3460,sub068,Human,Young Drivers,clarity_hum_yd_05_1,5,3.33,3.25,1.2,2.25
68,sub069,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,4.83,3.0,2.8,3.5
185,sub069,AI,Migrant Workers,clarity_ai_mw_02_1,3,4.83,3.0,2.8,3.5
302,sub069,AI,Migrant Workers,clarity_ai_mw_03_1,2,4.83,3.0,2.8,3.5
419,sub069,AI,Migrant Workers,clarity_ai_mw_04_1,1,4.83,3.0,2.8,3.5
536,sub069,AI,Migrant Workers,clarity_ai_mw_05_1,4,4.83,3.0,2.8,3.5
653,sub069,AI,Women Drivers,clarity_ai_wd_01_1,4,4.83,3.0,2.8,3.5
770,sub069,AI,Women Drivers,clarity_ai_wd_02_1,4,4.83,3.0,2.8,3.5
887,sub069,AI,Women Drivers,clarity_ai_wd_03_1,4,4.83,3.0,2.8,3.5
1004,sub069,AI,Women Drivers,clarity_ai_wd_04_1,1,4.83,3.0,2.8,3.5
1121,sub069,AI,Women Drivers,clarity_ai_wd_05_1,3,4.83,3.0,2.8,3.5
1238,sub069,AI,Young Drivers,clarity_ai_yd_01_1,1,4.83,3.0,2.8,3.5
1355,sub069,AI,Young Drivers,clarity_ai_yd_02_1,4,4.83,3.0,2.8,3.5
1472,sub069,AI,Young Drivers,clarity_ai_yd_03_1,1,4.83,3.0,2.8,3.5
1589,sub069,AI,Young Drivers,clarity_ai_yd_04_1,5,4.83,3.0,2.8,3.5
1706,sub069,AI,Young Drivers,clarity_ai_yd_05_1,3,4.83,3.0,2.8,3.5
1823,sub069,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.83,3.0,2.8,3.5
1940,sub069,Human,Migrant Workers,clarity_hum_mw_02_1,4,4.83,3.0,2.8,3.5
2057,sub069,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.83,3.0,2.8,3.5
2174,sub069,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.83,3.0,2.8,3.5
2291,sub069,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.83,3.0,2.8,3.5
2408,sub069,Human,Women Drivers,clarity_hum_wd_01_1,5,4.83,3.0,2.8,3.5
2525,sub069,Human,Women Drivers,clarity_hum_wd_02_1,4,4.83,3.0,2.8,3.5
2642,sub069,Human,Women Drivers,clarity_hum_wd_03_1,5,4.83,3.0,2.8,3.5
2759,sub069,Human,Women Drivers,clarity_hum_wd_04_1,5,4.83,3.0,2.8,3.5
2876,sub069,Human,Women Drivers,clarity_hum_wd_05_1,5,4.83,3.0,2.8,3.5
2993,sub069,Human,Young Drivers,clarity_hum_yd_01_1,5,4.83,3.0,2.8,3.5
3110,sub069,Human,Young Drivers,clarity_hum_yd_02_1,4,4.83,3.0,2.8,3.5
3227,sub069,Human,Young Drivers,clarity_hum_yd_03_1,5,4.83,3.0,2.8,3.5
3344,sub069,Human,Young Drivers,clarity_hum_yd_04_1,2,4.83,3.0,2.8,3.5
3461,sub069,Human,Young Drivers,clarity_hum_yd_05_1,5,4.83,3.0,2.8,3.5
69,sub070,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,5.0,4.0,1.6,4.0
186,sub070,AI,Migrant Workers,clarity_ai_mw_02_1,2,5.0,4.0,1.6,4.0
303,sub070,AI,Migrant Workers,clarity_ai_mw_03_1,4,5.0,4.0,1.6,4.0
420,sub070,AI,Migrant Workers,clarity_ai_mw_04_1,1,5.0,4.0,1.6,4.0
537,sub070,AI,Migrant Workers,clarity_ai_mw_05_1,3,5.0,4.0,1.6,4.0
654,sub070,AI,Women Drivers,clarity_ai_wd_01_1,2,5.0,4.0,1.6,4.0
771,sub070,AI,Women Drivers,clarity_ai_wd_02_1,1,5.0,4.0,1.6,4.0
888,sub070,AI,Women Drivers,clarity_ai_wd_03_1,3,5.0,4.0,1.6,4.0
1005,sub070,AI,Women Drivers,clarity_ai_wd_04_1,3,5.0,4.0,1.6,4.0
1122,sub070,AI,Women Drivers,clarity_ai_wd_05_1,1,5.0,4.0,1.6,4.0
1239,sub070,AI,Young Drivers,clarity_ai_yd_01_1,1,5.0,4.0,1.6,4.0
1356,sub070,AI,Young Drivers,clarity_ai_yd_02_1,3,5.0,4.0,1.6,4.0
1473,sub070,AI,Young Drivers,clarity_ai_yd_03_1,1,5.0,4.0,1.6,4.0
1590,sub070,AI,Young Drivers,clarity_ai_yd_04_1,2,5.0,4.0,1.6,4.0
1707,sub070,AI,Young Drivers,clarity_ai_yd_05_1,2,5.0,4.0,1.6,4.0
1824,sub070,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,4.0,1.6,4.0
1941,sub070,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,4.0,1.6,4.0
2058,sub070,Human,Migrant Workers,clarity_hum_mw_03_1,3,5.0,4.0,1.6,4.0
2175,sub070,Human,Migrant Workers,clarity_hum_mw_04_1,4,5.0,4.0,1.6,4.0
2292,sub070,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,4.0,1.6,4.0
2409,sub070,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,4.0,1.6,4.0
2526,sub070,Human,Women Drivers,clarity_hum_wd_02_1,1,5.0,4.0,1.6,4.0
2643,sub070,Human,Women Drivers,clarity_hum_wd_03_1,3,5.0,4.0,1.6,4.0
2760,sub070,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,4.0,1.6,4.0
2877,sub070,Human,Women Drivers,clarity_hum_wd_05_1,4,5.0,4.0,1.6,4.0
2994,sub070,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,4.0,1.6,4.0
3111,sub070,Human,Young Drivers,clarity_hum_yd_02_1,1,5.0,4.0,1.6,4.0
3228,sub070,Human,Young Drivers,clarity_hum_yd_03_1,3,5.0,4.0,1.6,4.0
3345,sub070,Human,Young Drivers,clarity_hum_yd_04_1,2,5.0,4.0,1.6,4.0
3462,sub070,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,4.0,1.6,4.0
70,sub071,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
187,sub071,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
304,sub071,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
421,sub071,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
538,sub071,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
655,sub071,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
772,sub071,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
889,sub071,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
1006,sub071,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1123,sub071,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1240,sub071,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1357,sub071,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1474,sub071,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1591,sub071,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1708,sub071,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1825,sub071,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1942,sub071,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2059,sub071,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2176,sub071,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2293,sub071,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2410,sub071,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2527,sub071,Human,Women Drivers,clarity_hum_wd_02_1,3,5.0,5.0,1.0,5.0
2644,sub071,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2761,sub071,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2878,sub071,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2995,sub071,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3112,sub071,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3229,sub071,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3346,sub071,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3463,sub071,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
71,sub072,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
188,sub072,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
305,sub072,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
422,sub072,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
539,sub072,AI,Migrant Workers,clarity_ai_mw_05_1,4,5.0,5.0,1.0,5.0
656,sub072,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
773,sub072,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
890,sub072,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
1007,sub072,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1124,sub072,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1241,sub072,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1358,sub072,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1475,sub072,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1592,sub072,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1709,sub072,AI,Young Drivers,clarity_ai_yd_05_1,3,5.0,5.0,1.0,5.0
1826,sub072,Human,Migrant Workers,clarity_hum_mw_01_1,4,5.0,5.0,1.0,5.0
1943,sub072,Human,Migrant Workers,clarity_hum_mw_02_1,3,5.0,5.0,1.0,5.0
2060,sub072,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2177,sub072,Human,Migrant Workers,clarity_hum_mw_04_1,3,5.0,5.0,1.0,5.0
2294,sub072,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2411,sub072,Human,Women Drivers,clarity_hum_wd_01_1,3,5.0,5.0,1.0,5.0
2528,sub072,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2645,sub072,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2762,sub072,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2879,sub072,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2996,sub072,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3113,sub072,Human,Young Drivers,clarity_hum_yd_02_1,4,5.0,5.0,1.0,5.0
3230,sub072,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3347,sub072,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3464,sub072,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
72,sub073,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,4.75,1.0,5.0
189,sub073,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,4.75,1.0,5.0
306,sub073,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,4.75,1.0,5.0
423,sub073,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,4.75,1.0,5.0
540,sub073,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,4.75,1.0,5.0
657,sub073,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,4.75,1.0,5.0
774,sub073,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,4.75,1.0,5.0
891,sub073,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,4.75,1.0,5.0
1008,sub073,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,4.75,1.0,5.0
1125,sub073,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,4.75,1.0,5.0
1242,sub073,AI,Young Drivers,clarity_ai_yd_01_1,4,5.0,4.75,1.0,5.0
1359,sub073,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,4.75,1.0,5.0
1476,sub073,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,4.75,1.0,5.0
1593,sub073,AI,Young Drivers,clarity_ai_yd_04_1,4,5.0,4.75,1.0,5.0
1710,sub073,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,4.75,1.0,5.0
1827,sub073,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,4.75,1.0,5.0
1944,sub073,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,4.75,1.0,5.0
2061,sub073,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,4.75,1.0,5.0
2178,sub073,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,4.75,1.0,5.0
2295,sub073,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,4.75,1.0,5.0
2412,sub073,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,4.75,1.0,5.0
2529,sub073,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,4.75,1.0,5.0
2646,sub073,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,4.75,1.0,5.0
2763,sub073,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,4.75,1.0,5.0
2880,sub073,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,4.75,1.0,5.0
2997,sub073,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,4.75,1.0,5.0
3114,sub073,Human,Young Drivers,clarity_hum_yd_02_1,1,5.0,4.75,1.0,5.0
3231,sub073,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,4.75,1.0,5.0
3348,sub073,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,4.75,1.0,5.0
3465,sub073,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,4.75,1.0,5.0
73,sub074,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,3.0,3.0,3.2,3.0
190,sub074,AI,Migrant Workers,clarity_ai_mw_02_1,3,3.0,3.0,3.2,3.0
307,sub074,AI,Migrant Workers,clarity_ai_mw_03_1,3,3.0,3.0,3.2,3.0
424,sub074,AI,Migrant Workers,clarity_ai_mw_04_1,2,3.0,3.0,3.2,3.0
541,sub074,AI,Migrant Workers,clarity_ai_mw_05_1,3,3.0,3.0,3.2,3.0
658,sub074,AI,Women Drivers,clarity_ai_wd_01_1,3,3.0,3.0,3.2,3.0
775,sub074,AI,Women Drivers,clarity_ai_wd_02_1,2,3.0,3.0,3.2,3.0
892,sub074,AI,Women Drivers,clarity_ai_wd_03_1,2,3.0,3.0,3.2,3.0
1009,sub074,AI,Women Drivers,clarity_ai_wd_04_1,2,3.0,3.0,3.2,3.0
1126,sub074,AI,Women Drivers,clarity_ai_wd_05_1,3,3.0,3.0,3.2,3.0
1243,sub074,AI,Young Drivers,clarity_ai_yd_01_1,2,3.0,3.0,3.2,3.0
1360,sub074,AI,Young Drivers,clarity_ai_yd_02_1,3,3.0,3.0,3.2,3.0
1477,sub074,AI,Young Drivers,clarity_ai_yd_03_1,2,3.0,3.0,3.2,3.0
1594,sub074,AI,Young Drivers,clarity_ai_yd_04_1,2,3.0,3.0,3.2,3.0
1711,sub074,AI,Young Drivers,clarity_ai_yd_05_1,3,3.0,3.0,3.2,3.0
1828,sub074,Human,Migrant Workers,clarity_hum_mw_01_1,3,3.0,3.0,3.2,3.0
1945,sub074,Human,Migrant Workers,clarity_hum_mw_02_1,2,3.0,3.0,3.2,3.0
2062,sub074,Human,Migrant Workers,clarity_hum_mw_03_1,2,3.0,3.0,3.2,3.0
2179,sub074,Human,Migrant Workers,clarity_hum_mw_04_1,2,3.0,3.0,3.2,3.0
2296,sub074,Human,Migrant Workers,clarity_hum_mw_05_1,2,3.0,3.0,3.2,3.0
2413,sub074,Human,Women Drivers,clarity_hum_wd_01_1,2,3.0,3.0,3.2,3.0
2530,sub074,Human,Women Drivers,clarity_hum_wd_02_1,2,3.0,3.0,3.2,3.0
2647,sub074,Human,Women Drivers,clarity_hum_wd_03_1,3,3.0,3.0,3.2,3.0
2764,sub074,Human,Women Drivers,clarity_hum_wd_04_1,3,3.0,3.0,3.2,3.0
2881,sub074,Human,Women Drivers,clarity_hum_wd_05_1,2,3.0,3.0,3.2,3.0
2998,sub074,Human,Young Drivers,clarity_hum_yd_01_1,3,3.0,3.0,3.2,3.0
3115,sub074,Human,Young Drivers,clarity_hum_yd_02_1,3,3.0,3.0,3.2,3.0
3232,sub074,Human,Young Drivers,clarity_hum_yd_03_1,2,3.0,3.0,3.2,3.0
3349,sub074,Human,Young Drivers,clarity_hum_yd_04_1,3,3.0,3.0,3.2,3.0
3466,sub074,Human,Young Drivers,clarity_hum_yd_05_1,3,3.0,3.0,3.2,3.0
74,sub075,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,4.5,2.75,1.4,4.25
191,sub075,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.5,2.75,1.4,4.25
308,sub075,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.5,2.75,1.4,4.25
425,sub075,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.5,2.75,1.4,4.25
542,sub075,AI,Migrant Workers,clarity_ai_mw_05_1,4,4.5,2.75,1.4,4.25
659,sub075,AI,Women Drivers,clarity_ai_wd_01_1,5,4.5,2.75,1.4,4.25
776,sub075,AI,Women Drivers,clarity_ai_wd_02_1,5,4.5,2.75,1.4,4.25
893,sub075,AI,Women Drivers,clarity_ai_wd_03_1,4,4.5,2.75,1.4,4.25
1010,sub075,AI,Women Drivers,clarity_ai_wd_04_1,4,4.5,2.75,1.4,4.25
1127,sub075,AI,Women Drivers,clarity_ai_wd_05_1,5,4.5,2.75,1.4,4.25
1244,sub075,AI,Young Drivers,clarity_ai_yd_01_1,5,4.5,2.75,1.4,4.25
1361,sub075,AI,Young Drivers,clarity_ai_yd_02_1,3,4.5,2.75,1.4,4.25
1478,sub075,AI,Young Drivers,clarity_ai_yd_03_1,5,4.5,2.75,1.4,4.25
1595,sub075,AI,Young Drivers,clarity_ai_yd_04_1,4,4.5,2.75,1.4,4.25
1712,sub075,AI,Young Drivers,clarity_ai_yd_05_1,4,4.5,2.75,1.4,4.25
1829,sub075,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.5,2.75,1.4,4.25
1946,sub075,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.5,2.75,1.4,4.25
2063,sub075,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.5,2.75,1.4,4.25
2180,sub075,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.5,2.75,1.4,4.25
2297,sub075,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.5,2.75,1.4,4.25
2414,sub075,Human,Women Drivers,clarity_hum_wd_01_1,3,4.5,2.75,1.4,4.25
2531,sub075,Human,Women Drivers,clarity_hum_wd_02_1,3,4.5,2.75,1.4,4.25
2648,sub075,Human,Women Drivers,clarity_hum_wd_03_1,5,4.5,2.75,1.4,4.25
2765,sub075,Human,Women Drivers,clarity_hum_wd_04_1,5,4.5,2.75,1.4,4.25
2882,sub075,Human,Women Drivers,clarity_hum_wd_05_1,4,4.5,2.75,1.4,4.25
2999,sub075,Human,Young Drivers,clarity_hum_yd_01_1,4,4.5,2.75,1.4,4.25
3116,sub075,Human,Young Drivers,clarity_hum_yd_02_1,3,4.5,2.75,1.4,4.25
3233,sub075,Human,Young Drivers,clarity_hum_yd_03_1,5,4.5,2.75,1.4,4.25
3350,sub075,Human,Young Drivers,clarity_hum_yd_04_1,5,4.5,2.75,1.4,4.25
3467,sub075,Human,Young Drivers,clarity_hum_yd_05_1,4,4.5,2.75,1.4,4.25
75,sub076,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.83,3.0,1.2,4.25
192,sub076,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.83,3.0,1.2,4.25
309,sub076,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.83,3.0,1.2,4.25
426,sub076,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.83,3.0,1.2,4.25
543,sub076,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.83,3.0,1.2,4.25
660,sub076,AI,Women Drivers,clarity_ai_wd_01_1,5,4.83,3.0,1.2,4.25
777,sub076,AI,Women Drivers,clarity_ai_wd_02_1,5,4.83,3.0,1.2,4.25
894,sub076,AI,Women Drivers,clarity_ai_wd_03_1,5,4.83,3.0,1.2,4.25
1011,sub076,AI,Women Drivers,clarity_ai_wd_04_1,5,4.83,3.0,1.2,4.25
1128,sub076,AI,Women Drivers,clarity_ai_wd_05_1,5,4.83,3.0,1.2,4.25
1245,sub076,AI,Young Drivers,clarity_ai_yd_01_1,5,4.83,3.0,1.2,4.25
1362,sub076,AI,Young Drivers,clarity_ai_yd_02_1,5,4.83,3.0,1.2,4.25
1479,sub076,AI,Young Drivers,clarity_ai_yd_03_1,5,4.83,3.0,1.2,4.25
1596,sub076,AI,Young Drivers,clarity_ai_yd_04_1,5,4.83,3.0,1.2,4.25
1713,sub076,AI,Young Drivers,clarity_ai_yd_05_1,5,4.83,3.0,1.2,4.25
1830,sub076,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.83,3.0,1.2,4.25
1947,sub076,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.83,3.0,1.2,4.25
2064,sub076,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.83,3.0,1.2,4.25
2181,sub076,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.83,3.0,1.2,4.25
2298,sub076,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.83,3.0,1.2,4.25
2415,sub076,Human,Women Drivers,clarity_hum_wd_01_1,5,4.83,3.0,1.2,4.25
2532,sub076,Human,Women Drivers,clarity_hum_wd_02_1,3,4.83,3.0,1.2,4.25
2649,sub076,Human,Women Drivers,clarity_hum_wd_03_1,5,4.83,3.0,1.2,4.25
2766,sub076,Human,Women Drivers,clarity_hum_wd_04_1,5,4.83,3.0,1.2,4.25
2883,sub076,Human,Women Drivers,clarity_hum_wd_05_1,5,4.83,3.0,1.2,4.25
3000,sub076,Human,Young Drivers,clarity_hum_yd_01_1,5,4.83,3.0,1.2,4.25
